Unnamed: 0,type,age,gender,size,coat,breed
52105,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,Russian Blue
52106,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,Russian Blue
52107,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Russian Blue
52109,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,Russian Blue
52110,Abyssinian,American Shorthair,Abyssinian,American Curl,American Shorthair,Russian Blue
52111,Abyssinian,American Bobtail,Abyssinian,American Shorthair,American Shorthair,Russian Blue
52112,Abyssinian,American Bobtail,American Bobtail,American Shorthair,American Shorthair,Russian Blue
52113,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Russian Blue
52115,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,Russian Blue
52119,Abyssinian,American Bobtail,Abyssinian,American Shorthair,American Bobtail,Russian Blue
52120,Abyssinian,American Curl,Abyssinian,American Curl,American Shorthair,Russian Blue
52121,Abyssinian,Abyssinian,American Bobtail,American Bobtail,American Shorthair,Russian Blue
52122,Abyssinian,American Bobtail,American Bobtail,American Bobtail,American Curl,Russian Blue
52123,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,Russian Blue
52125,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Russian Blue
52127,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Russian Blue
52128,Abyssinian,American Bobtail,American Bobtail,American Bobtail,American Curl,Russian Blue
52129,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,Russian Blue
52130,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,Russian Blue
52131,Abyssinian,American Curl,American Bobtail,American Curl,American Shorthair,Russian Blue
52132,Abyssinian,American Shorthair,American Bobtail,American Curl,American Shorthair,Russian Blue
52133,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Russian Blue
52134,Abyssinian,Abyssinian,American Bobtail,American Bobtail,American Shorthair,Russian Blue
52135,Abyssinian,Abyssinian,Abyssinian,American Bobtail,American Shorthair,Russian Blue
52136,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Russian Blue
52137,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Russian Blue
52138,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Russian Blue
52139,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,Russian Blue
52140,Abyssinian,Abyssinian,American Bobtail,American Bobtail,American Shorthair,Russian Blue
52141,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,Russian Blue
52142,Abyssinian,American Shorthair,Abyssinian,American Shorthair,American Shorthair,Russian Blue
52143,Abyssinian,American Curl,Abyssinian,American Curl,American Shorthair,Russian Blue
52145,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Russian Blue
52146,Abyssinian,American Bobtail,Abyssinian,American Shorthair,American Shorthair,Russian Blue
52147,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Russian Blue
52148,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,Russian Blue
52149,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,Russian Blue
52150,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Russian Blue
52151,Abyssinian,American Bobtail,American Bobtail,American Curl,American Curl,Russian Blue
52152,Abyssinian,American Curl,American Bobtail,American Bobtail,American Shorthair,Russian Blue
52153,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Russian Blue
52154,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,Russian Blue
52155,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Russian Blue
52156,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,Russian Blue
52157,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,Russian Blue
52158,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,Russian Blue
52159,Abyssinian,American Shorthair,Abyssinian,American Curl,American Shorthair,Russian Blue
52160,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,Russian Blue
52161,Abyssinian,American Shorthair,American Bobtail,American Curl,American Shorthair,Russian Blue
52163,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,Russian Blue
52164,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,Russian Blue
52165,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,Russian Blue
52166,Abyssinian,American Shorthair,American Bobtail,American Curl,American Shorthair,Russian Blue
52167,Abyssinian,American Bobtail,Abyssinian,American Shorthair,American Shorthair,Russian Blue
52168,Abyssinian,American Bobtail,American Bobtail,American Shorthair,American Shorthair,Russian Blue
52170,Abyssinian,American Bobtail,American Bobtail,American Shorthair,American Shorthair,Russian Blue
52171,Abyssinian,American Bobtail,American Bobtail,American Shorthair,American Shorthair,Russian Blue
52172,Abyssinian,American Bobtail,American Bobtail,American Shorthair,American Shorthair,Russian Blue
52173,Abyssinian,American Bobtail,American Bobtail,American Shorthair,American Shorthair,Russian Blue
52174,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Russian Blue
52175,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Russian Blue
52176,Abyssinian,American Bobtail,American Bobtail,American Shorthair,American Shorthair,Russian Blue
52177,Abyssinian,Abyssinian,American Bobtail,American Bobtail,American Shorthair,Russian Blue
52178,Abyssinian,American Bobtail,Abyssinian,American Curl,American Curl,Russian Blue
52181,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,Russian Blue
52182,Abyssinian,American Bobtail,Abyssinian,American Shorthair,American Shorthair,Russian Blue
52183,Abyssinian,American Bobtail,Abyssinian,American Shorthair,American Shorthair,Russian Blue
52187,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,Russian Blue
52188,Abyssinian,Abyssinian,American Bobtail,American Curl,American Shorthair,Russian Blue
52189,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,Russian Blue
52191,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Russian Blue
52193,Abyssinian,Abyssinian,American Bobtail,American Bobtail,American Shorthair,Russian Blue
52194,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Russian Blue
52195,Abyssinian,American Shorthair,American Bobtail,American Curl,American Shorthair,Russian Blue
52197,Abyssinian,American Bobtail,Abyssinian,American Shorthair,American Shorthair,Russian Blue
52198,Abyssinian,American Bobtail,American Bobtail,American Shorthair,American Shorthair,Russian Blue
52199,Abyssinian,American Bobtail,American Bobtail,American Shorthair,American Shorthair,Russian Blue
52200,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Russian Blue
52203,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,Russian Blue
52205,Abyssinian,Abyssinian,Abyssinian,American Curl,American Curl,Russian Blue
52206,Abyssinian,American Shorthair,American Bobtail,American Curl,American Shorthair,Russian Blue
52207,Abyssinian,Abyssinian,American Bobtail,American Bobtail,American Shorthair,Russian Blue
52208,Abyssinian,Abyssinian,Abyssinian,American Shorthair,American Shorthair,Russian Blue
52209,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,Russian Blue
52210,Abyssinian,Abyssinian,American Bobtail,American Curl,American Shorthair,Russian Blue
52211,Abyssinian,American Curl,American Bobtail,Abyssinian,American Curl,Russian Blue
52212,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,Russian Blue
52214,Abyssinian,American Shorthair,American Bobtail,American Curl,American Curl,Russian Blue
52215,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,Russian Blue
52216,Abyssinian,American Shorthair,American Bobtail,American Curl,American Shorthair,Russian Blue
52217,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,Russian Blue
52218,Abyssinian,American Shorthair,Abyssinian,American Curl,American Shorthair,Russian Blue
52219,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,Russian Blue
52222,Abyssinian,Abyssinian,American Bobtail,American Curl,American Shorthair,Russian Blue
52225,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Russian Blue
52226,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,Russian Blue
52227,Abyssinian,American Shorthair,Abyssinian,American Curl,American Shorthair,Russian Blue
52228,Abyssinian,American Shorthair,Abyssinian,American Curl,American Shorthair,Russian Blue
52229,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Russian Blue
52230,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,Russian Blue
52231,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Russian Blue
52232,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,Russian Blue
52233,Abyssinian,American Bobtail,American Bobtail,American Bobtail,American Shorthair,Russian Blue
52234,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,Russian Blue
52239,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,Russian Blue
52240,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Russian Blue
52242,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,Russian Blue
52243,Abyssinian,Abyssinian,American Bobtail,American Bobtail,American Shorthair,Russian Blue
52246,Abyssinian,Abyssinian,American Bobtail,Abyssinian,American Shorthair,Russian Blue
52250,Abyssinian,American Shorthair,American Bobtail,American Curl,American Shorthair,Russian Blue
52251,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Russian Blue
52252,Abyssinian,American Bobtail,American Bobtail,American Bobtail,American Shorthair,Russian Blue
52253,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,Russian Blue
52254,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,Russian Blue
52255,Abyssinian,Abyssinian,American Bobtail,American Bobtail,American Shorthair,Russian Blue
52257,Abyssinian,Abyssinian,American Bobtail,American Curl,American Shorthair,Russian Blue
52258,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,Russian Blue
52259,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Russian Blue
52260,Abyssinian,Abyssinian,American Bobtail,American Curl,American Shorthair,Russian Blue
52261,Abyssinian,American Shorthair,Abyssinian,American Curl,American Shorthair,Russian Blue
52262,Abyssinian,American Bobtail,American Bobtail,American Curl,American Curl,Russian Blue
52263,Abyssinian,American Bobtail,Abyssinian,American Shorthair,American Curl,Russian Blue
52264,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Russian Blue
52265,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,Russian Blue
52266,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,Russian Blue
52267,Abyssinian,American Bobtail,American Bobtail,American Curl,American Curl,Russian Blue
52268,Abyssinian,Abyssinian,American Bobtail,American Bobtail,American Curl,Russian Blue
52269,Abyssinian,Abyssinian,American Bobtail,American Curl,American Shorthair,Russian Blue
52270,Abyssinian,American Bobtail,American Bobtail,American Bobtail,American Shorthair,Russian Blue
52271,Abyssinian,American Shorthair,American Bobtail,American Bobtail,American Shorthair,Russian Blue
52272,Abyssinian,American Shorthair,Abyssinian,American Curl,American Shorthair,Russian Blue
52273,Abyssinian,Abyssinian,Abyssinian,American Curl,American Curl,Russian Blue
52274,Abyssinian,American Bobtail,Abyssinian,American Shorthair,American Shorthair,Russian Blue
52275,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,Russian Blue
52276,Abyssinian,American Bobtail,Abyssinian,American Shorthair,American Shorthair,Russian Blue
52277,Abyssinian,Abyssinian,American Bobtail,American Curl,American Curl,Russian Blue
52278,Abyssinian,American Bobtail,Abyssinian,American Shorthair,American Curl,Russian Blue
52280,Abyssinian,American Shorthair,American Bobtail,American Curl,American Shorthair,Russian Blue
52284,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,Russian Blue
52285,Abyssinian,Abyssinian,Abyssinian,American Bobtail,American Shorthair,Russian Blue
52286,Abyssinian,Abyssinian,American Bobtail,American Bobtail,American Shorthair,Russian Blue
52287,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,Russian Blue
52288,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,Russian Blue
52289,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Russian Blue
52290,Abyssinian,American Shorthair,American Bobtail,American Curl,American Shorthair,Russian Blue
52291,Abyssinian,American Bobtail,American Bobtail,American Bobtail,American Curl,Russian Blue
52292,Abyssinian,American Bobtail,American Bobtail,American Bobtail,American Curl,Russian Blue
52293,Abyssinian,American Bobtail,American Bobtail,American Bobtail,American Shorthair,Russian Blue
52294,Abyssinian,American Shorthair,Abyssinian,American Curl,American Shorthair,Russian Blue
52295,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,Russian Blue
52296,Abyssinian,American Bobtail,Abyssinian,American Curl,American Curl,Russian Blue
52297,Abyssinian,Abyssinian,American Bobtail,American Bobtail,American Shorthair,Russian Blue
52298,Abyssinian,American Bobtail,American Bobtail,American Bobtail,American Shorthair,Russian Blue
52299,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Russian Blue
52300,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,Russian Blue
52303,Abyssinian,American Bobtail,American Bobtail,American Shorthair,American Shorthair,Russian Blue
52304,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Russian Blue
52305,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Russian Blue
52306,Abyssinian,American Bobtail,American Bobtail,American Shorthair,American Shorthair,Russian Blue
52307,Abyssinian,American Bobtail,American Bobtail,American Shorthair,American Shorthair,Russian Blue
52308,Abyssinian,Abyssinian,American Bobtail,American Curl,American Shorthair,Russian Blue
52309,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,Russian Blue
52310,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,Russian Blue
52314,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Russian Blue
52315,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,Russian Blue
52316,Abyssinian,Abyssinian,American Bobtail,American Curl,American Shorthair,Russian Blue
52317,Abyssinian,American Shorthair,American Bobtail,American Curl,American Shorthair,Russian Blue
52319,Abyssinian,Abyssinian,American Bobtail,American Bobtail,American Shorthair,Russian Blue
52320,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Russian Blue
52321,Abyssinian,Abyssinian,American Bobtail,American Bobtail,American Curl,Russian Blue
52322,Abyssinian,American Bobtail,Abyssinian,American Curl,American Curl,Russian Blue
52323,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,Russian Blue
52325,Abyssinian,Abyssinian,Abyssinian,American Bobtail,American Shorthair,Russian Blue
52326,Abyssinian,American Shorthair,Abyssinian,American Curl,American Shorthair,Russian Blue
52332,Abyssinian,American Shorthair,American Bobtail,American Shorthair,American Shorthair,Russian Blue
52333,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,Russian Blue
52334,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,Russian Blue
52335,Abyssinian,American Shorthair,Abyssinian,American Curl,American Shorthair,Russian Blue
52336,Abyssinian,American Bobtail,Abyssinian,American Curl,American Curl,Russian Blue
52337,Abyssinian,American Bobtail,American Bobtail,American Curl,American Curl,Russian Blue
52338,Abyssinian,American Shorthair,Abyssinian,American Shorthair,American Shorthair,Russian Blue
52342,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Russian Blue
52343,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,Russian Blue
52344,Abyssinian,Abyssinian,American Bobtail,American Curl,American Shorthair,Russian Blue
52345,Abyssinian,Abyssinian,American Bobtail,American Curl,American Shorthair,Russian Blue
52346,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Russian Blue
52348,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Russian Blue
52349,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Russian Blue
52350,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Russian Blue
52351,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,Russian Blue
52352,Abyssinian,American Shorthair,Abyssinian,American Shorthair,American Shorthair,Russian Blue
52353,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,Russian Blue
52354,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,Russian Blue
52355,Abyssinian,American Bobtail,Abyssinian,American Shorthair,American Shorthair,Russian Blue
52357,Abyssinian,American Bobtail,Abyssinian,American Shorthair,American Shorthair,Russian Blue
52358,Abyssinian,American Shorthair,Abyssinian,American Curl,American Shorthair,Russian Blue
52359,Abyssinian,American Bobtail,Abyssinian,American Shorthair,American Shorthair,Russian Blue
52360,Abyssinian,American Bobtail,American Bobtail,American Shorthair,American Curl,Russian Blue
52362,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,Russian Blue
52363,Abyssinian,American Bobtail,American Bobtail,American Bobtail,American Curl,Russian Blue
52364,Abyssinian,American Shorthair,Abyssinian,American Curl,American Shorthair,Russian Blue
52365,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Russian Blue
52366,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,Russian Blue
52367,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,Russian Blue
52368,Abyssinian,Abyssinian,American Bobtail,American Bobtail,American Shorthair,Russian Blue
52369,Abyssinian,American Shorthair,Abyssinian,American Curl,American Shorthair,Russian Blue
52370,Abyssinian,American Bobtail,American Bobtail,American Shorthair,American Shorthair,Russian Blue
52371,Abyssinian,American Bobtail,American Bobtail,American Shorthair,American Shorthair,Russian Blue
52372,Abyssinian,American Bobtail,American Bobtail,American Shorthair,American Shorthair,Russian Blue
52377,Abyssinian,Abyssinian,American Bobtail,American Shorthair,American Shorthair,Russian Blue
52378,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Russian Blue
52379,Abyssinian,Abyssinian,American Bobtail,American Curl,American Shorthair,Russian Blue
52380,Abyssinian,American Shorthair,Abyssinian,American Curl,American Shorthair,Russian Blue
52381,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,Russian Blue
52382,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,Russian Blue
52383,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,Russian Blue
52384,Abyssinian,American Shorthair,Abyssinian,American Shorthair,American Shorthair,Russian Blue
52385,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Russian Blue
52386,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Russian Blue
52387,Abyssinian,American Shorthair,Abyssinian,American Shorthair,American Shorthair,Russian Blue
52388,Abyssinian,American Shorthair,Abyssinian,American Curl,American Shorthair,Russian Blue
52389,Abyssinian,American Bobtail,Abyssinian,American Shorthair,American Shorthair,Russian Blue
52390,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,Russian Blue
52392,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Russian Blue
52393,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,Russian Blue
52394,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,Russian Blue
52395,Abyssinian,Abyssinian,American Bobtail,American Bobtail,American Shorthair,Russian Blue
52396,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,Russian Blue
52397,Abyssinian,American Shorthair,American Bobtail,American Bobtail,American Shorthair,Russian Blue
52398,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,Russian Blue
52399,Abyssinian,Abyssinian,American Bobtail,American Bobtail,American Shorthair,Russian Blue
52400,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,Russian Blue
52402,Abyssinian,American Shorthair,Abyssinian,American Shorthair,American Curl,Russian Blue
52403,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,Russian Blue
52404,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Russian Blue
52405,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,Russian Blue
52406,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,Russian Blue
52408,Abyssinian,American Bobtail,Abyssinian,American Shorthair,American Shorthair,Russian Blue
52410,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,Russian Blue
52411,Abyssinian,American Bobtail,American Bobtail,American Bobtail,American Curl,Russian Blue
52412,Abyssinian,American Bobtail,American Bobtail,American Shorthair,American Shorthair,Russian Blue
52413,Abyssinian,Abyssinian,American Bobtail,American Bobtail,American Shorthair,Russian Blue
52414,Abyssinian,American Bobtail,American Bobtail,American Curl,American Curl,Russian Blue
52416,Abyssinian,American Shorthair,Abyssinian,American Curl,American Shorthair,Russian Blue
52417,Abyssinian,American Shorthair,Abyssinian,American Curl,American Shorthair,Russian Blue
52418,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,Russian Blue
52420,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,Russian Blue
52421,Abyssinian,Abyssinian,American Bobtail,American Shorthair,American Shorthair,Russian Blue
52422,Abyssinian,American Shorthair,American Bobtail,American Curl,American Shorthair,Russian Blue
52423,Abyssinian,Abyssinian,American Bobtail,American Curl,American Shorthair,Russian Blue
52424,Abyssinian,Abyssinian,American Bobtail,American Bobtail,American Shorthair,Russian Blue
52425,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Russian Blue
52426,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Russian Blue
52427,Abyssinian,American Bobtail,Abyssinian,American Shorthair,American Shorthair,Russian Blue
52432,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,Russian Blue
52433,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,Russian Blue
52434,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Russian Blue
52435,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,Russian Blue
52436,Abyssinian,American Shorthair,American Bobtail,American Curl,American Shorthair,Russian Blue
52438,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,Russian Blue
52439,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,Russian Blue
52440,Abyssinian,Abyssinian,American Bobtail,American Bobtail,American Shorthair,Russian Blue
52441,Abyssinian,American Shorthair,Abyssinian,American Curl,American Shorthair,Russian Blue
52442,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,Russian Blue
52443,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Russian Blue
52444,Abyssinian,American Bobtail,Abyssinian,American Shorthair,American Shorthair,Russian Blue
52445,Abyssinian,Abyssinian,American Bobtail,American Bobtail,American Shorthair,Russian Blue
52446,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,Russian Blue
52448,Abyssinian,Abyssinian,American Bobtail,American Bobtail,American Shorthair,Russian Blue
52449,Abyssinian,Abyssinian,American Bobtail,American Curl,American Shorthair,Russian Blue
52453,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,Russian Blue
52454,Abyssinian,American Curl,American Bobtail,Abyssinian,American Shorthair,Russian Blue
52455,Abyssinian,American Bobtail,American Bobtail,American Shorthair,American Shorthair,Russian Blue
52456,Abyssinian,American Bobtail,American Bobtail,American Shorthair,American Shorthair,Russian Blue
52458,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Russian Blue
52459,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Russian Blue
52460,Abyssinian,American Shorthair,American Bobtail,American Bobtail,American Shorthair,Russian Blue
52461,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,Russian Blue
52462,Abyssinian,American Shorthair,Abyssinian,American Curl,American Shorthair,Russian Blue
52463,Abyssinian,Abyssinian,American Bobtail,American Bobtail,American Shorthair,Russian Blue
52464,Abyssinian,American Shorthair,Abyssinian,American Shorthair,American Shorthair,Russian Blue
52465,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,Russian Blue
52466,Abyssinian,American Bobtail,Abyssinian,American Shorthair,American Shorthair,Russian Blue
52467,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Russian Blue
52468,Abyssinian,Abyssinian,American Bobtail,American Bobtail,American Shorthair,Russian Blue
52469,Abyssinian,American Shorthair,Abyssinian,American Curl,American Shorthair,Russian Blue
52470,Abyssinian,Abyssinian,American Bobtail,American Curl,American Shorthair,Russian Blue
52471,Abyssinian,American Shorthair,Abyssinian,American Curl,American Shorthair,Russian Blue
52472,Abyssinian,American Bobtail,American Bobtail,American Shorthair,American Shorthair,Russian Blue
52473,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,Russian Blue
52474,Abyssinian,Abyssinian,American Bobtail,American Curl,American Shorthair,Russian Blue
52475,Abyssinian,Abyssinian,American Bobtail,American Curl,American Shorthair,Russian Blue
52476,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Russian Blue
52477,Abyssinian,American Shorthair,Abyssinian,American Shorthair,American Shorthair,Russian Blue
52478,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Russian Blue
52479,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,Russian Blue
52480,Abyssinian,American Shorthair,American Bobtail,American Bobtail,American Shorthair,Russian Blue
52482,Abyssinian,American Curl,Abyssinian,American Curl,American Shorthair,Russian Blue
52483,Abyssinian,American Shorthair,American Bobtail,American Curl,American Curl,Russian Blue
52484,Abyssinian,American Shorthair,Abyssinian,American Curl,American Shorthair,Russian Blue
52485,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,Russian Blue
52486,Abyssinian,Abyssinian,American Bobtail,American Curl,American Shorthair,Russian Blue
52487,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,Russian Blue
52488,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,Russian Blue
52489,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,Russian Blue
52493,Abyssinian,American Shorthair,American Bobtail,American Curl,American Shorthair,Russian Blue
52494,Abyssinian,Abyssinian,American Bobtail,American Curl,American Shorthair,Russian Blue
52495,Abyssinian,American Shorthair,American Bobtail,American Bobtail,American Shorthair,Russian Blue
52496,Abyssinian,Abyssinian,Abyssinian,American Shorthair,American Shorthair,Russian Blue
52497,Abyssinian,American Shorthair,Abyssinian,American Curl,American Shorthair,Russian Blue
52498,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,Russian Blue
52499,Abyssinian,American Shorthair,American Bobtail,American Bobtail,American Curl,Russian Blue
52500,Abyssinian,Abyssinian,Abyssinian,American Curl,American Curl,Russian Blue
52501,Abyssinian,American Shorthair,Abyssinian,American Curl,American Curl,Russian Blue
52502,Abyssinian,Abyssinian,Abyssinian,American Bobtail,American Shorthair,Russian Blue
52505,Abyssinian,American Shorthair,Abyssinian,American Curl,American Shorthair,Russian Blue
52506,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,Russian Blue
52507,Abyssinian,American Curl,Abyssinian,American Shorthair,American Shorthair,Russian Blue
52508,Abyssinian,American Shorthair,American Bobtail,American Shorthair,American Shorthair,Russian Blue
52509,Abyssinian,American Shorthair,American Bobtail,Abyssinian,American Shorthair,Russian Blue
52510,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Russian Blue
